doc_id,text,response_type,sex,age_cohorts,political_id3,close_nkmigrants
nkmigrants_interviews_3318,한국 내 체류기간이 길고 인맥도 다양하여서 입니다.,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3319,조선노동당원은 싫다,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3320,한국 내 체류기간이 길고 직업이 확실하기 때문입니다.,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3321,좀더 젊은쪽이 북한의 사상에 덜 오염되었을것같다,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3322,꼭 필요한 사람일 수도 있다.,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3323,18살의 의사라면 엄청난 천재인데 이웃으로 있으면 좋을듯하다,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3324,기본적인 경력이 마음애 든다.,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3325,한국에 오래 살아서,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3326,생활이 안정적으로 보인다.,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3327,전노동당원이 아니고 어려서 문화를 받아들이기 쉬울거 같아서,hire,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_3328,노동당원이 아니어서,neighbor,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_3329,한국체류가 더 길어서,vote,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_3330,나이도 어리고 직업도 있고,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_3331,"적응기간이 길고 ,미혼이나 자녀가 있으므로, 책임감이 크다.",neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_3332,한국인 이웃만 있음,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_3333,한국사회적응기간이 길다.,hire,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_3334,더 낫다,neighbor,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_3335,의사로서 충분한 교육을 받았고 젊다.,vote,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_3336,더 낫다,hire,Male,30-39,Conservative,Somewhat close
nkmigrants_interviews_3337,나이가 젊어서,neighbor,Male,30-39,Conservative,Somewhat close
nkmigrants_interviews_3338,더 낫다,vote,Male,30-39,Conservative,Somewhat close
nkmigrants_interviews_3339,직업이 좋고 한국인 동료만 있어서,hire,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3340,B보다 나은 것 같아서,neighbor,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3341,한국에 오래살아서,vote,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3342,A보다 더 나은 것 같아서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3343,나이가어려 습득력이 빠를것 같다,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3344,B보다 나은 것 같아서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3345,중국체류기간이 더짧아서,hire,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3346,여성이고 의사라는 직업경험이 있어서,neighbor,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3347,여성이어서,vote,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3348,젊고 여성이어서,hire,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_3349,이유업,neighbor,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_3350,모든 프로필이 더 맘에 들어서,vote,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_3351,이유없음,hire,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3352,직업,neighbor,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3353,없음,vote,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3354,직업이 의사라서,hire,Female,60+,Centrist,Very distant
nkmigrants_interviews_3355,놀놀,neighbor,Female,60+,Centrist,Very distant
nkmigrants_interviews_3356,탈북친구가 없어서,vote,Female,60+,Centrist,Very distant
nkmigrants_interviews_3357,몰놀,hire,Female,60+,Conservative,Very distant
nkmigrants_interviews_3358,특별한 자격 요건을 갖춰야 하는 직업을 가지고 있음,neighbor,Female,60+,Conservative,Very distant
nkmigrants_interviews_3359,놀날,vote,Female,60+,Conservative,Very distant
nkmigrants_interviews_3360,나이가 젊고 한국에서 체류기간이 길어서,hire,Male,40-49,Progressive,Somewhat close
nkmigrants_interviews_3361,한국 체류기간이 길어서,neighbor,Male,40-49,Progressive,Somewhat close
nkmigrants_interviews_3362,전 조선노동당원이 아니어서,vote,Male,40-49,Progressive,Somewhat close
nkmigrants_interviews_3363,나이와 결혼중,hire,Female,60+,Progressive,Somewhat distant
nkmigrants_interviews_3364,적당한 연령대,neighbor,Female,60+,Progressive,Somewhat distant
nkmigrants_interviews_3365,인맥과 여성,vote,Female,60+,Progressive,Somewhat distant
nkmigrants_interviews_3366,젊은 나이,hire,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3367,한국에 오래있었고 노동당원 아님,neighbor,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3368,적당한 연륜,vote,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3369,아직 젊고 발전 가능성이 있음.,hire,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3370,채류기간이 길다,neighbor,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3371,친화력도 있고 능력도 있음 발전가능성도 많음,vote,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3372,한국인과화합,hire,Male,18-29,Conservative,Somewhat close
nkmigrants_interviews_3373,인맥관계 체류기간,neighbor,Male,18-29,Conservative,Somewhat close
nkmigrants_interviews_3374,채류기간이 길다,vote,Male,18-29,Conservative,Somewhat close
nkmigrants_interviews_3375,인맥관계,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3376,비가 더 별루라서,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3377,자녀가 있고 연령,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3378,비가 더 별루라서,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3379,비교적 젊은 전문인,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3380,둘다 별루 선택의 여지가 없어서,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3381,전문적지식 존중,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3382,탈북후 중국 체류 기간이 짧고 대인관계가 좋와 친구가 많은점,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3383,젊고 직업을 가졌다,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3384,비노동당원 이었기때문에,hire,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3385,혼인,neighbor,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3386,어느정도 가정을 가지고 안정된 생활을 하고 있기때문에,vote,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3387,당원이,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3388,직업,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3389,당원여부,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3390,직업,hire,Female,40-49,Conservative,Somewhat close
nkmigrants_interviews_3391,일을 더잘할거 같음,neighbor,Female,40-49,Conservative,Somewhat close
nkmigrants_interviews_3392,나이,vote,Female,40-49,Conservative,Somewhat close
nkmigrants_interviews_3393,18살은 너무 어리다,hire,Female,18-29,Conservative,Somewhat distant
nkmigrants_interviews_3394,한국 생활이 익숙할 것 같아서,neighbor,Female,18-29,Conservative,Somewhat distant
nkmigrants_interviews_3395,남자는 왠지 걱정,vote,Female,18-29,Conservative,Somewhat distant
nkmigrants_interviews_3396,전문적인 인력에 전조선노동당원이 아니여서,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3397,긴 체류기간,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3398,조선노동당원이 아니여서,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3399,체류기간이 길어서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3400,탈북인 동료,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3401,연령이 낮아서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3402,한국친구 있음,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_3403,한국 체류기간이 길어서,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_3404,결혼,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_3405,상대적으로 B의 나이가 너무 어림,hire,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_3406,그냥,neighbor,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_3407,결혼 직업 체류기간,vote,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_3408,좀더 나아보임,hire,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3409,나이가 어려서,neighbor,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3410,어차피 거기서 거기,vote,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3411,그냥 무난하다,hire,Female,40-49,Progressive,Very distant
nkmigrants_interviews_3412,한국내 체류기간이 길어서,neighbor,Female,40-49,Progressive,Very distant
nkmigrants_interviews_3413,자녀가잇어 안정적일것같아서,vote,Female,40-49,Progressive,Very distant
nkmigrants_interviews_3414,북한이탈후 체류기간 이 길어서,hire,Male,18-29,Conservative,Somewhat distant
nkmigrants_interviews_3415,젊어서,neighbor,Male,18-29,Conservative,Somewhat distant
nkmigrants_interviews_3416,전노동당원 이어서,vote,Male,18-29,Conservative,Somewhat distant
nkmigrants_interviews_3417,젊어서,hire,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_3418,모름,neighbor,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_3419,젊어서,vote,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_3420,잘모름,hire,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3421,사무직,neighbor,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3422,모름,vote,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_3423,직업,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3424,직업이 전문직이라 선택,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3425,의사,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3426,둘 중 중국 체류 기간이 다소 짧다. 나이도 적다,hire,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3427,긴 체류기간,neighbor,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3428,나이가 적다 한국 내 체류기간이 길어 적응이 완료됨,vote,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_3429,긴 체류기간,hire,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_3430,노동당 당원 제외,neighbor,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_3431,나이가 많아서,vote,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_3432,노동당 당원제외,hire,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_3433,한국체류기간이 길어서,neighbor,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_3434,노동당 당원 선호하지 않음,vote,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_3435,둘중에 젊고 한국체류기간이 길어서,hire,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_3436,나이가 젊어서,neighbor,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_3437,연령이 젊어서,vote,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_3438,특별한 이유는 없으며 다만 나이가 더 성숙한다고 생각되어,hire,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3439,가족없는 고령자,neighbor,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3440,한국인과 탈북민 모두 친구가 있기에,vote,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3441,확실한 직업이 아님,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3442,좀 더 나은것 같다,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3443,자녀가 있는데 무직,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3444,좀 더 나은것 같다,hire,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_3445,도움이 될거 같아서,neighbor,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_3446,좀 더 나은것 같다,vote,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_3447,도움이 될거같아서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3448,현재 직업,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3449,도움이 될거 같아서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3450,한국 체류 기간,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3451,연륜에 의한 경험 중시,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3452,현재 직업,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3453,나이나 한국 거주기간이 더 신뢰,hire,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3454,나이,neighbor,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3455,직업도 있고 한국거주기간도 오래되어 신뢰함,vote,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3456,체류기간,hire,Male,40-49,Conservative,Neither close nor distant
nkmigrants_interviews_3457,한국에 오래있어서 문화에 익숙,neighbor,Male,40-49,Conservative,Neither close nor distant
nkmigrants_interviews_3458,체류기간,vote,Male,40-49,Conservative,Neither close nor distant
nkmigrants_interviews_3459,노동당원,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3460,한국 체류기간이 길어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3461,자녀가 있고 더 오래 한국에 체류했다,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3462,여성이라서,hire,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_3463,신앙을 가지고 결혼을 한 안정적인 남자 사상적으로도 믿을 수 있다.,neighbor,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_3464,여성이라서,vote,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_3465,젊고 프로그래머라 미래 가능성이 있다. 북에서 신앙을 가지려면 목숨을 걸어야 한다고 들었다. 대단한 믿음이다.,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3466,만족,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3467,한국내 체류기간이 오래되어 한국을 어느정도 이해하고 있을거라고 생각한다.,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3468,탈북 무관련,hire,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_3469,한국내 체류기간이 10년 이상으로 매우 길고 전문적인 직업을 갖고 있음,neighbor,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_3470,만족,vote,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_3471,안정적인 직업과 친한 한국 지인들이 있어서 좀 더 성실할 것 같고 믿음이 간다,hire,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_3472,나이어림,neighbor,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_3473,한국 내 체류 기간이 더 길고 친한 지인도 있어서 한국을 잘 알 것 같다,vote,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_3474,자녀있음,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3475,느낌,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3476,한국인 동료,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3477,경륜,hire,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_3478,맘에든다,neighbor,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_3479,조아요,vote,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_3480,맘에드는사람,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3481,젊잖아요,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3482,맘에든다,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3483,북한 이외에 아직 물들지 않았다,hire,Female,30-39,Progressive,Somewhat close
nkmigrants_interviews_3484,나이,neighbor,Female,30-39,Progressive,Somewhat close
nkmigrants_interviews_3485,순수해 보여서,vote,Female,30-39,Progressive,Somewhat close
nkmigrants_interviews_3486,나이,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3487,한국 정착기간과 가정이 있다는 점,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3488,나이,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3489,일단 B는 나이가 너무 어리고 한국체류기간이 너무 짧음,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3490,조금 더 젊고 형재 일자리를 갖고 있어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3491,한국체류기간이 긴 것으로 보아서 한국인과 교류가 많았을 것 같아서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3492,한국체류 기간이 길어서,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3493,중국체류기간짧음,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3494,젊어서,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3495,현재직업있음,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3496,한국내 체류기간때문에,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3497,이혼안함,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3498,한국내 체류기간이 오래되서 정서를 알것 같아서,hire,Female,40-49,Progressive,Somewhat distant
nkmigrants_interviews_3499,좋은직업,neighbor,Female,40-49,Progressive,Somewhat distant
nkmigrants_interviews_3500,한국내 체류기간,vote,Female,40-49,Progressive,Somewhat distant
nkmigrants_interviews_3501,한국에 체류한 기간,hire,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_3502,기타,neighbor,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_3503,미혼,vote,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_3504,기타,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3505,젊은,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3506,기타,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3507,여성,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3508,젊음,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3509,이혼,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3510,한국 사회에 더 적합함,hire,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_3511,경험이 많을것 같아서,neighbor,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_3512,비슷한 나이라서,vote,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_3513,나이가 어려서,hire,Female,60+,Centrist,Very distant
nkmigrants_interviews_3514,더 나아서,neighbor,Female,60+,Centrist,Very distant
nkmigrants_interviews_3515,한국에 오래 있어서,vote,Female,60+,Centrist,Very distant
nkmigrants_interviews_3516,그냥 좋아보여서,hire,Male,30-39,Progressive,Somewhat distant
nkmigrants_interviews_3517,직업,neighbor,Male,30-39,Progressive,Somewhat distant
nkmigrants_interviews_3518,괜찮아 보여서,vote,Male,30-39,Progressive,Somewhat distant
nkmigrants_interviews_3519,한국인 동료,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3520,한국 내 체류기간이 길어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3521,전 노동당원이 아니었음,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3522,한국 체류기간이 길어서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3523,나이가 어려서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3524,한국 내 체류기간이 길어서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3525,노동 당원이 아니기 때문에,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3526,나이,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3527,노동 당원이 아니라서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3528,살아온 연륜과경험,hire,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3529,인맥이 무난함,neighbor,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3530,연륜,vote,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_3531,노동당원이 아니다,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3532,한국내 체류기간이 길어서 좋다. 당원이 아니어서 안심이 된다.,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3533,인맥이 무난,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_3534,A는 연령이 너무 낮다.,hire,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3535,"전 조선노동당원이 아니며, 한국 내 체류 기간이 더 길다.",neighbor,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3536,한국 체류기간이 길다. 당원이 아니었다.,vote,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3537,한국 내 체류 기간이 더 길기 때문이다.,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3538,의사 전문 지식을 갖추고 있기에,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3539,"전 조선노동당원이 아니며, 탈북민과 결혼하지 않았기 때문이다.",vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3540,젊어서,hire,Male,30-39,Conservative,Very distant
nkmigrants_interviews_3541,나이,neighbor,Male,30-39,Conservative,Very distant
nkmigrants_interviews_3542,나이가 있고 한국 체류 기간이 길어서,vote,Male,30-39,Conservative,Very distant
nkmigrants_interviews_3543,연령,hire,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_3544,아직 더 젊기 때문에,neighbor,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_3545,편한느낌,vote,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_3546,한국 체류기간이 길어서,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3547,한국 체류기간,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3548,한국인 동료가 있기때문에 더욱 친근하게 다가갈 수 있을것 같아서,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_3549,체류기간,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3550,삶에 노하우라고해야하나 그런게 있어서 잘할꺼같음,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3551,한국 체류기간,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3552,탈북7년인데 탈북민친구만 있다는게 이상해요,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3553,한국내에 오래 살아서,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3554,특별한 이유는없음,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_3555,18세에게 어떻게 투표를 하나요,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3556,B가 우리사회에서는 더 필요한 사람 같음,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3557,중국 체류기간 짧음,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3558,한국에서 더 오래 살아서 잘 알기 때문에,hire,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_3559,체류기간이 더 오래되서,neighbor,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_3560,남성보다 같은 여성이 이웃으로 있는게 더 좋을것 같아서,vote,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_3561,한국인 친구도 있고 체류기간도 3년이나 되서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3562,어릴때 탈북했기에 자유에 대한 소중함을 알 것같아서,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3563,직업이 의사이고 한국인 동료도 있어서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3564,국내 체류기간이 길고 젊어서 왔기에 정서적으로 이미 적응했을 것같아서,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3565,한국에 더 오래된 사람이다,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3566,국내 체류기간이 길어 우리 정서와 별반 다를 것 같지않아서,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_3567,한국적이다,hire,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_3568,직업있는 것 때문에,neighbor,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_3569,중국에 체류가 긴 사람은 거른다,vote,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_3570,선한 경력이 엿보여서,hire,Female,18-29,Conservative,Somewhat close
nkmigrants_interviews_3571,그냥,neighbor,Female,18-29,Conservative,Somewhat close
nkmigrants_interviews_3572,부드러운 면이 더 있을것 같아서,vote,Female,18-29,Conservative,Somewhat close
nkmigrants_interviews_3573,그냥,hire,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3574,노동당원 아니여서요,neighbor,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3575,그냥,vote,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_3576,나이,hire,Female,30-39,Centrist,Very distant
nkmigrants_interviews_3577,한국 실정을 잘 알기 때문,neighbor,Female,30-39,Centrist,Very distant
nkmigrants_interviews_3578,노동당원 아니여서요,vote,Female,30-39,Centrist,Very distant
nkmigrants_interviews_3579,젊고 경험,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3580,나이,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3581,경험,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_3582,한국내 체류기간이 길다,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3583,그냥 좋아보여서,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3584,성별,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3585,한국인동료만 있는게 보기좋아서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3586,직업이 의사인 사람이 좀 더 지식 습득에 도움이 될 것 같아서,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3587,좋아보여서이다.,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3588,이혼을 해서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3589,직업이 있어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3590,전에 조선노동당원이 아니었기 때문,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_3591,직업이 의사여서,hire,Male,40-49,Centrist,Somewhat distant
